,KEY,IS_BOX_INTERSECTING,IS_TIME_INTERSECTING,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,STATIONID,BEGIN_TIME_UTC,END_TIME_UTC,bucket_begin_time,bucket_end_time
120,2017/04/06/KLWX/KLWX20170406_121840_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:18:40,2017-04-06 12:23:50
121,2017/04/06/KLWX/KLWX20170406_122313_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:23:13,2017-04-06 12:28:23
122,2017/04/06/KLWX/KLWX20170406_122745_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:27:45,2017-04-06 12:32:55
123,2017/04/06/KLWX/KLWX20170406_123217_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:32:17,2017-04-06 12:37:27
124,2017/04/06/KLWX/KLWX20170406_123650_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:36:50,2017-04-06 12:42:00
125,2017/04/06/KLWX/KLWX20170406_124122_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:41:22,2017-04-06 12:46:32
126,2017/04/06/KLWX/KLWX20170406_124553_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:45:53,2017-04-06 12:51:03
127,2017/04/06/KLWX/KLWX20170406_125026_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:50:26,2017-04-06 12:55:36
128,2017/04/06/KLWX/KLWX20170406_125458_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:54:58,2017-04-06 13:00:08
129,2017/04/06/KLWX/KLWX20170406_125929_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 12:59:29,2017-04-06 13:04:39
130,2017/04/06/KLWX/KLWX20170406_130402_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:04:02,2017-04-06 13:09:12
131,2017/04/06/KLWX/KLWX20170406_130833_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:08:33,2017-04-06 13:13:43
132,2017/04/06/KLWX/KLWX20170406_131305_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:13:05,2017-04-06 13:18:15
133,2017/04/06/KLWX/KLWX20170406_131738_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:17:38,2017-04-06 13:22:48
134,2017/04/06/KLWX/KLWX20170406_132210_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:22:10,2017-04-06 13:27:20
135,2017/04/06/KLWX/KLWX20170406_132643_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:26:43,2017-04-06 13:31:53
136,2017/04/06/KLWX/KLWX20170406_133115_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:31:15,2017-04-06 13:36:25
137,2017/04/06/KLWX/KLWX20170406_133547_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:35:47,2017-04-06 13:40:57
138,2017/04/06/KLWX/KLWX20170406_134020_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:40:20,2017-04-06 13:45:30
139,2017/04/06/KLWX/KLWX20170406_134452_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:44:52,2017-04-06 13:50:02
140,2017/04/06/KLWX/KLWX20170406_134924_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:49:24,2017-04-06 13:54:34
141,2017/04/06/KLWX/KLWX20170406_135357_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:53:57,2017-04-06 13:59:07
142,2017/04/06/KLWX/KLWX20170406_135829_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 13:58:29,2017-04-06 14:03:39
143,2017/04/06/KLWX/KLWX20170406_140301_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:03:01,2017-04-06 14:08:11
144,2017/04/06/KLWX/KLWX20170406_140733_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:07:33,2017-04-06 14:12:43
145,2017/04/06/KLWX/KLWX20170406_141409_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:14:09,2017-04-06 14:19:19
146,2017/04/06/KLWX/KLWX20170406_141841_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:18:41,2017-04-06 14:23:51
147,2017/04/06/KLWX/KLWX20170406_142314_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:23:14,2017-04-06 14:28:24
148,2017/04/06/KLWX/KLWX20170406_142746_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:27:46,2017-04-06 14:32:56
149,2017/04/06/KLWX/KLWX20170406_143219_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:32:19,2017-04-06 14:37:29
150,2017/04/06/KLWX/KLWX20170406_143651_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:36:51,2017-04-06 14:42:01
151,2017/04/06/KLWX/KLWX20170406_144123_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:41:23,2017-04-06 14:46:33
152,2017/04/06/KLWX/KLWX20170406_144555_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:45:55,2017-04-06 14:51:05
153,2017/04/06/KLWX/KLWX20170406_145028_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:50:28,2017-04-06 14:55:38
154,2017/04/06/KLWX/KLWX20170406_145500_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:55:00,2017-04-06 15:00:10
155,2017/04/06/KLWX/KLWX20170406_145933_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 14:59:33,2017-04-06 15:04:43
156,2017/04/06/KLWX/KLWX20170406_150405_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:04:05,2017-04-06 15:09:15
157,2017/04/06/KLWX/KLWX20170406_150912_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:09:12,2017-04-06 15:14:22
158,2017/04/06/KLWX/KLWX20170406_151421_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:14:21,2017-04-06 15:19:31
159,2017/04/06/KLWX/KLWX20170406_151928_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:19:28,2017-04-06 15:24:38
160,2017/04/06/KLWX/KLWX20170406_152436_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:24:36,2017-04-06 15:29:46
161,2017/04/06/KLWX/KLWX20170406_152943_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:29:43,2017-04-06 15:34:53
162,2017/04/06/KLWX/KLWX20170406_153450_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:34:50,2017-04-06 15:40:00
163,2017/04/06/KLWX/KLWX20170406_153957_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:39:57,2017-04-06 15:45:07
164,2017/04/06/KLWX/KLWX20170406_154505_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:45:05,2017-04-06 15:50:15
165,2017/04/06/KLWX/KLWX20170406_155013_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:50:13,2017-04-06 15:55:23
166,2017/04/06/KLWX/KLWX20170406_155521_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 15:55:21,2017-04-06 16:00:31
167,2017/04/06/KLWX/KLWX20170406_160029_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:00:29,2017-04-06 16:05:39
168,2017/04/06/KLWX/KLWX20170406_160537_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:05:37,2017-04-06 16:10:47
169,2017/04/06/KLWX/KLWX20170406_161045_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:10:45,2017-04-06 16:15:55
170,2017/04/06/KLWX/KLWX20170406_161552_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:15:52,2017-04-06 16:21:02
171,2017/04/06/KLWX/KLWX20170406_162101_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:21:01,2017-04-06 16:26:11
172,2017/04/06/KLWX/KLWX20170406_162608_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:26:08,2017-04-06 16:31:18
173,2017/04/06/KLWX/KLWX20170406_163116_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:31:16,2017-04-06 16:36:26
174,2017/04/06/KLWX/KLWX20170406_163624_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:36:24,2017-04-06 16:41:34
175,2017/04/06/KLWX/KLWX20170406_164131_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:41:31,2017-04-06 16:46:41
176,2017/04/06/KLWX/KLWX20170406_164639_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:46:39,2017-04-06 16:51:49
177,2017/04/06/KLWX/KLWX20170406_165146_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:51:46,2017-04-06 16:56:56
178,2017/04/06/KLWX/KLWX20170406_165654_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 16:56:54,2017-04-06 17:02:04
179,2017/04/06/KLWX/KLWX20170406_170202_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:02:02,2017-04-06 17:07:12
180,2017/04/06/KLWX/KLWX20170406_170710_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:07:10,2017-04-06 17:12:20
181,2017/04/06/KLWX/KLWX20170406_171218_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:12:18,2017-04-06 17:17:28
182,2017/04/06/KLWX/KLWX20170406_171725_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:17:25,2017-04-06 17:22:35
183,2017/04/06/KLWX/KLWX20170406_172232_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:22:32,2017-04-06 17:27:42
184,2017/04/06/KLWX/KLWX20170406_172740_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:27:40,2017-04-06 17:32:50
185,2017/04/06/KLWX/KLWX20170406_173247_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:32:47,2017-04-06 17:37:57
186,2017/04/06/KLWX/KLWX20170406_173755_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:37:55,2017-04-06 17:43:05
187,2017/04/06/KLWX/KLWX20170406_174302_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:43:02,2017-04-06 17:48:12
188,2017/04/06/KLWX/KLWX20170406_174809_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:48:09,2017-04-06 17:53:19
189,2017/04/06/KLWX/KLWX20170406_175317_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:53:17,2017-04-06 17:58:27
190,2017/04/06/KLWX/KLWX20170406_175824_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 17:58:24,2017-04-06 18:03:34
191,2017/04/06/KLWX/KLWX20170406_180332_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:03:32,2017-04-06 18:08:42
192,2017/04/06/KLWX/KLWX20170406_180839_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:08:39,2017-04-06 18:13:49
193,2017/04/06/KLWX/KLWX20170406_181346_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:13:46,2017-04-06 18:18:56
194,2017/04/06/KLWX/KLWX20170406_181854_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:18:54,2017-04-06 18:24:04
195,2017/04/06/KLWX/KLWX20170406_182402_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:24:02,2017-04-06 18:29:12
196,2017/04/06/KLWX/KLWX20170406_182909_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:29:09,2017-04-06 18:34:19
197,2017/04/06/KLWX/KLWX20170406_183417_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:34:17,2017-04-06 18:39:27
198,2017/04/06/KLWX/KLWX20170406_183938_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:39:38,2017-04-06 18:44:48
199,2017/04/06/KLWX/KLWX20170406_184446_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:44:46,2017-04-06 18:49:56
200,2017/04/06/KLWX/KLWX20170406_184939_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:49:39,2017-04-06 18:54:49
201,2017/04/06/KLWX/KLWX20170406_185418_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:54:18,2017-04-06 18:59:28
202,2017/04/06/KLWX/KLWX20170406_185904_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 18:59:04,2017-04-06 19:04:14
203,2017/04/06/KLWX/KLWX20170406_190356_V06,1.0,1.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:03:56,2017-04-06 19:09:06
204,2017/04/06/KLWX/KLWX20170406_190903_V06,1.0,1.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:09:03,2017-04-06 19:14:13
205,2017/04/06/KLWX/KLWX20170406_191427_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:14:27,2017-04-06 19:19:37
206,2017/04/06/KLWX/KLWX20170406_191950_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:19:50,2017-04-06 19:25:00
207,2017/04/06/KLWX/KLWX20170406_192514_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:25:14,2017-04-06 19:30:24
208,2017/04/06/KLWX/KLWX20170406_193038_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:30:38,2017-04-06 19:35:48
209,2017/04/06/KLWX/KLWX20170406_193602_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:36:02,2017-04-06 19:41:12
210,2017/04/06/KLWX/KLWX20170406_194125_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:41:25,2017-04-06 19:46:35
211,2017/04/06/KLWX/KLWX20170406_194648_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:46:48,2017-04-06 19:51:58
212,2017/04/06/KLWX/KLWX20170406_195212_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:52:12,2017-04-06 19:57:22
213,2017/04/06/KLWX/KLWX20170406_195735_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 19:57:35,2017-04-06 20:02:45
214,2017/04/06/KLWX/KLWX20170406_200259_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:02:59,2017-04-06 20:08:09
215,2017/04/06/KLWX/KLWX20170406_200822_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:08:22,2017-04-06 20:13:32
216,2017/04/06/KLWX/KLWX20170406_201346_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:13:46,2017-04-06 20:18:56
217,2017/04/06/KLWX/KLWX20170406_201910_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:19:10,2017-04-06 20:24:20
218,2017/04/06/KLWX/KLWX20170406_202433_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:24:33,2017-04-06 20:29:43
219,2017/04/06/KLWX/KLWX20170406_202958_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:29:58,2017-04-06 20:35:08
220,2017/04/06/KLWX/KLWX20170406_203521_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:35:21,2017-04-06 20:40:31
221,2017/04/06/KLWX/KLWX20170406_204044_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:40:44,2017-04-06 20:45:54
222,2017/04/06/KLWX/KLWX20170406_204608_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:46:08,2017-04-06 20:51:18
223,2017/04/06/KLWX/KLWX20170406_205138_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:51:38,2017-04-06 20:56:48
224,2017/04/06/KLWX/KLWX20170406_205654_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 20:56:54,2017-04-06 21:02:04
225,2017/04/06/KLWX/KLWX20170406_210153_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:01:53,2017-04-06 21:07:03
226,2017/04/06/KLWX/KLWX20170406_210638_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:06:38,2017-04-06 21:11:48
227,2017/04/06/KLWX/KLWX20170406_211124_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:11:24,2017-04-06 21:16:34
228,2017/04/06/KLWX/KLWX20170406_211555_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:15:55,2017-04-06 21:21:05
229,2017/04/06/KLWX/KLWX20170406_212026_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:20:26,2017-04-06 21:25:36
230,2017/04/06/KLWX/KLWX20170406_212458_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:24:58,2017-04-06 21:30:08
231,2017/04/06/KLWX/KLWX20170406_212929_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:29:29,2017-04-06 21:34:39
232,2017/04/06/KLWX/KLWX20170406_213353_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:33:53,2017-04-06 21:39:03
233,2017/04/06/KLWX/KLWX20170406_213818_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:38:18,2017-04-06 21:43:28
234,2017/04/06/KLWX/KLWX20170406_214255_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:42:55,2017-04-06 21:48:05
235,2017/04/06/KLWX/KLWX20170406_214733_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:47:33,2017-04-06 21:52:43
236,2017/04/06/KLWX/KLWX20170406_215227_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:52:27,2017-04-06 21:57:37
237,2017/04/06/KLWX/KLWX20170406_215720_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 21:57:20,2017-04-06 22:02:30
238,2017/04/06/KLWX/KLWX20170406_220215_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:02:15,2017-04-06 22:07:25
239,2017/04/06/KLWX/KLWX20170406_220709_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:07:09,2017-04-06 22:12:19
240,2017/04/06/KLWX/KLWX20170406_221202_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:12:02,2017-04-06 22:17:12
241,2017/04/06/KLWX/KLWX20170406_221846_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:18:46,2017-04-06 22:23:56
242,2017/04/06/KLWX/KLWX20170406_222325_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:23:25,2017-04-06 22:28:35
243,2017/04/06/KLWX/KLWX20170406_222804_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:28:04,2017-04-06 22:33:14
244,2017/04/06/KLWX/KLWX20170406_223257_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:32:57,2017-04-06 22:38:07
