,FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
0,201602,24,0,30075,619440,D,02/24/2016 00:00:00,78.0,M,Outside/Open Areas,201602.0
1,201603,9,0,30181,626789,D,03/09/2016 00:00:00,56.0,M,Outside/Open Areas,201603.0
2,201603,9,0,30182,626791,I,03/09/2016 00:00:00,28.0,F,Vehicle/Towed Trailer,201603.0
3,201603,8,0,30183,626794,I,03/08/2016 00:00:00,22.0,M,Vehicle/Towed Trailer,201603.0
4,201605,29,0,30551,627093,D,05/29/2016 00:00:00,20.0,M,In Water,201605.0
5,201606,12,0,30552,627093,D,06/12/2016 00:00:00,53.0,M,In Water,201605.0
6,201605,24,0,30257,628559,D,05/24/2016 00:00:00,,,Vehicle/Towed Trailer,201605.0
7,201605,9,0,30371,633058,D,05/09/2016 00:00:00,78.0,M,Permanent Home,201605.0
8,201605,9,0,30373,633089,D,05/09/2016 00:00:00,76.0,M,Permanent Home,201605.0
9,201605,28,0,30707,644220,D,05/28/2016 00:00:00,21.0,M,In Water,201605.0
10,201601,17,0,30036,608183,I,01/17/2016 00:00:00,,,Unknown,201601.0
11,201601,19,0,29640,608721,D,01/19/2016 00:00:00,30.0,M,Outside/Open Areas,201601.0
12,201601,24,0,29638,608730,D,01/24/2016 00:00:00,46.0,M,Outside/Open Areas,201601.0
13,201601,24,0,29639,608730,D,01/24/2016 00:00:00,36.0,F,Outside/Open Areas,201601.0
14,201601,24,0,29669,608906,D,01/24/2016 00:00:00,36.0,M,Outside/Open Areas,201601.0
15,201601,1,0,30033,608907,D,01/01/2016 00:00:00,65.0,M,Outside/Open Areas,201601.0
16,201602,4,0,29714,608934,I,02/04/2016 00:00:00,67.0,M,Outside/Open Areas,201601.0
17,201601,24,0,29749,609333,I,01/24/2016 00:00:00,66.0,M,Outside/Open Areas,201601.0
18,201601,24,0,29746,609334,I,01/24/2016 00:00:00,,M,Outside/Open Areas,201601.0
19,201601,24,0,29747,609340,I,01/24/2016 00:00:00,70.0,M,Permanent Home,201601.0
20,201601,24,0,29748,609340,I,01/24/2016 00:00:00,76.0,M,Permanent Home,201601.0
21,201601,17,0,29701,609389,D,01/17/2016 00:00:00,58.0,M,Mobile/Trailer Home,201601.0
22,201601,17,0,29702,609389,D,01/17/2016 00:00:00,51.0,F,Mobile/Trailer Home,201601.0
23,201601,23,0,29764,610536,I,01/23/2016 00:00:00,54.0,M,Outside/Open Areas,201601.0
24,201601,26,0,29763,610536,I,01/26/2016 00:00:00,55.0,M,Vehicle/Towed Trailer,201601.0
25,201601,23,0,29766,610537,I,01/23/2016 00:00:00,54.0,M,Outside/Open Areas,201601.0
26,201601,26,0,29765,610537,I,01/26/2016 00:00:00,55.0,M,Vehicle/Towed Trailer,201601.0
27,201601,23,0,29768,610538,I,01/23/2016 00:00:00,54.0,M,Outside/Open Areas,201601.0
28,201601,26,0,29767,610538,I,01/26/2016 00:00:00,55.0,M,Vehicle/Towed Trailer,201601.0
29,201601,23,0,29772,610540,I,01/23/2016 00:00:00,54.0,M,Outside/Open Areas,201601.0
30,201602,25,0,31536,614284,D,02/25/2016 00:00:00,28.0,M,In Water,201602.0
31,201607,16,0,31537,642919,I,07/16/2016 00:00:00,46.0,M,In Water,201607.0
