,YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
0,200608,1219198,5528341,1,3.0,NNW,ELWOOD,42.03333,-90.76666999999999,,
1,200608,1219198,5528267,1,,,VAN HORNE,42.01667,-92.08333,,
2,200608,1219539,5528379,1,,,GHENT,42.31667,-73.61667,,
3,200608,1219540,5528380,1,,,COPAKE,42.1,-73.55,,
4,200608,1219541,5528381,1,,,SALISBURY,41.98333,-73.41667,,
5,200608,1219542,5528382,1,,,AMENIA,41.85,-73.56667,,
6,200608,1219543,5528383,1,,,WEST CORNWALL,41.86667,-73.36667,,
7,200608,1219544,5528384,1,,,SHARON,41.88333,-73.48333000000001,,
8,200608,1220257,5530877,1,3.0,W,LAWTON,48.3,-98.43333,,
9,200608,1220257,5530878,1,3.0,W,BROCKET,48.21667,-98.41667,,
10,200608,1220257,5530879,1,10.0,N,LAKOTA,48.18333,-98.35,,
11,200608,1220258,5530880,1,9.0,NE,COOPERSTOWN,47.55,-97.98333000000001,,
12,200608,1220258,5530881,1,5.0,N,FINLEY,47.58333,-97.85,,
13,200608,1220258,5530882,1,11.0,ENE,FINLEY,47.58333,-97.63333,,
14,200608,1220258,5530883,1,,,HATTON,47.65,-97.46667,,
15,200608,1220258,5530884,1,6.0,E,REYNOLDS,47.68333,-96.96667,,
16,200608,1220258,5530885,1,8.0,ESE,THOMPSON,47.73333,-96.93333,,
17,200608,1220357,5530886,1,,,,,,,
18,200608,1220261,5530985,1,,,,,,,
19,200608,1220357,5530889,1,,,,,,,
20,200608,1220357,5530890,1,,,,,,,
21,200608,1220357,5530891,1,,,,,,,
22,200608,1220357,5530892,1,,,,,,,
23,200608,1220357,5530894,1,,,,,,,
24,200608,1220357,5530895,1,,,,,,,
25,200608,1220357,5530896,1,,,,,,,
26,200608,1220357,5530897,1,,,,,,,
27,200608,1220357,5530898,1,,,,,,,
28,200608,1220357,5530902,1,,,,,,,
29,200608,1220357,5530903,1,,,,,,,
30,200608,1220357,5530904,1,,,,,,,
31,200608,1220261,5530991,1,,,,,,,
32,200608,1220262,5530993,1,,,,,,,
33,200608,1220262,5530994,1,,,,,,,
34,200608,1220262,5530995,1,,,,,,,
35,200608,1220263,5530996,1,,,,,,,
36,200608,1220263,5530997,1,,,,,,,
37,200608,1220263,5530998,1,,,,,,,
38,200608,1220263,5530999,1,,,,,,,
39,200608,1220392,5531117,1,,,,,,,
40,200608,1220271,5531187,1,,,MONTICELLO,33.3,-83.68333,,
41,200608,1220271,5531188,1,,,CENTER,34.05,-83.41667,,
42,200608,1220271,5531189,1,,,HEAD RIVER,34.65,-85.5,,
43,200608,1220392,5531118,1,,,,,,,
44,200608,1220395,5531193,1,,,GRAND BLANC,,,,
45,200608,1220396,5531203,1,,,SAGINAW RIVER MOUTH,,,,
46,200608,1220396,5531204,1,,,BAY PORT,,,,
47,200608,1220396,5531205,1,,,PORT HURON,,,,
48,200608,1220396,5531206,1,,,PORT HURON,,,,
49,200609,1220397,5531207,1,3.0,SE,FLUSHING,,,,
50,200609,1220397,5531208,1,1.0,N,DUNDEE,41.96667,-83.65,,
51,200609,1220397,5531209,1,2.0,SE,CLINTON,42.05,-83.93333,,
52,200608,1220398,5531210,1,2.0,ESE,BURNSIDE,,,,
53,200606,1220515,5531211,1,10.0,WNW,COLSTRIP,45.93333,-106.78333,,
54,200606,1220515,5531212,1,10.0,N,COLSTRIP,46.03333,-106.58333,,
55,200606,1220515,5531213,1,3.0,N,COLSTRIP,45.93333,-106.58333,,
56,200608,1220426,5531421,1,,,BLOOMINGDALE,44.41667,-74.1,,
57,200608,1220427,5531422,1,,,RAINBOW LAKE,44.46667,-74.16667,,
