,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
0,197107,13,1554,197107,13,1554,,9985468,COLORADO,8,1971,July,Hail,C,41,EL PASO,,13-JUL-71 15:54:00,CST,13-JUL-71 15:54:00,0,0,0,0,0,0,,1.5,,,,,0.0,0,,,,,0,,,0,,,38.88,-104.8,,,,,PUB
1,197112,14,2340,197112,14,2340,,9983301,ARKANSAS,5,1971,December,Tornado,C,5,BAXTER,,14-DEC-71 23:40:00,CST,14-DEC-71 23:40:00,2,0,0,0,250K,0,,0.0,,,,F3,19.1,880,,,,,0,,,0,,,36.3,-92.55,36.37,-92.22,,,PUB
2,197106,20,1923,197106,20,1923,,9985456,COLORADO,8,1971,June,Hail,C,87,MORGAN,,20-JUN-71 19:23:00,CST,20-JUN-71 19:23:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,40.28,-103.5,,,,,PUB
3,197108,11,1214,197108,11,1214,,9987325,CONNECTICUT,9,1971,August,Thunderstorm Wind,C,3,HARTFORD,,11-AUG-71 12:14:00,CST,11-AUG-71 12:14:00,0,0,0,0,0,0,,50.0,,,,,0.0,0,,,,,0,,,0,,,41.88,-72.58,,,,,PUB
4,197106,4,1723,197106,4,1723,,10049760,MISSISSIPPI,28,1971,June,Tornado,C,91,MARION,,04-JUN-71 17:23:00,CST,04-JUN-71 17:23:00,0,0,0,0,250K,0,,0.0,,,,F2,0.5,33,,,,,0,,,0,,,31.23,-89.87,,,,,PUB
5,197105,30,1530,197105,30,1530,,10065953,NEBRASKA,31,1971,May,Tornado,C,47,DAWSON,,30-MAY-71 15:30:00,CST,30-MAY-71 15:30:00,0,0,0,0,25K,0,,0.0,,,,F0,0.0,33,,,,,0,,,0,,,40.73,-99.78,,,,,PUB
6,197106,7,1720,197106,7,1720,,10039034,MARYLAND,24,1971,June,Thunderstorm Wind,C,19,DORCHESTER,,07-JUN-71 17:20:00,CST,07-JUN-71 17:20:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,38.5,-75.78,,,,,PUB
7,197106,2,1105,197106,2,1105,,10055862,MISSOURI,29,1971,June,Tornado,C,97,JASPER,,02-JUN-71 11:05:00,CST,02-JUN-71 11:05:00,1,0,0,0,.25K,0,,0.0,,,,F0,0.5,17,,,,,0,,,0,,,37.33,-94.42,,,,,PUB
8,197112,10,1122,197112,10,1122,,10033792,KENTUCKY,21,1971,December,Thunderstorm Wind,C,227,WARREN,,10-DEC-71 11:22:00,CST,10-DEC-71 11:22:00,0,0,0,0,0,0,,55.0,,,,,0.0,0,,,,,0,,,0,,,37.0,-86.4,,,,,PUB
9,197104,29,1030,197104,29,1030,,10048681,MISSISSIPPI,28,1971,April,Thunderstorm Wind,C,23,CLARKE,,29-APR-71 10:30:00,CST,29-APR-71 10:30:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,31.9,-88.58,,,,,PUB
10,197108,10,1020,197108,10,1020,,10040487,MICHIGAN,26,1971,August,Thunderstorm Wind,C,81,KENT,,10-AUG-71 10:20:00,CST,10-AUG-71 10:20:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,43.0,-85.5,,,,,PUB
11,197106,8,1515,197106,8,1515,,10040176,MASSACHUSETTS,25,1971,June,Thunderstorm Wind,C,9,ESSEX,,08-JUN-71 15:15:00,CST,08-JUN-71 15:15:00,0,0,0,0,0,0,,70.0,,,,,0.0,0,,,,,0,,,0,,,42.58,-70.78,,,,,PUB
12,197106,18,1945,197106,18,1945,,10113497,SOUTH DAKOTA,46,1971,June,Hail,C,31,CORSON,,18-JUN-71 19:45:00,CST,18-JUN-71 19:45:00,0,0,0,0,0,0,,2.75,,,,,0.0,0,,,,,0,,,0,,,45.88,-101.5,,,,,PUB
13,197109,16,1445,197109,16,1445,,10115423,PENNSYLVANIA,42,1971,September,Tornado,C,1,ADAMS,,16-SEP-71 14:45:00,CST,16-SEP-71 14:45:00,0,0,0,0,25K,0,,0.0,,,,F1,0.1,33,,,,,0,,,0,,,39.75,-77.43,,,,,PUB
14,197106,7,2118,197106,7,2118,,10095702,OKLAHOMA,40,1971,June,Thunderstorm Wind,C,109,OKLAHOMA,,07-JUN-71 21:18:00,CST,07-JUN-71 21:18:00,0,0,0,0,0,0,,56.0,,,,,0.0,0,,,,,0,,,0,,,35.38,-97.4,,,,,PUB
15,197106,30,1800,197106,30,1800,,10081762,NEW MEXICO,35,1971,June,Thunderstorm Wind,C,59,UNION,,30-JUN-71 18:00:00,CST,30-JUN-71 18:00:00,0,0,0,0,0,0,,52.0,,,,,0.0,0,,,,,0,,,0,,,36.5,-103.18,,,,,PUB
16,197104,23,1825,197104,23,1825,,9997574,GEORGIA,13,1971,April,Tornado,C,261,SUMTER,,23-APR-71 18:25:00,CST,23-APR-71 18:25:00,8,0,0,0,250K,0,,0.0,,,,F3,3.6,150,,,,,0,,,0,,,32.02,-84.0,32.02,-83.95,,,PUB
17,197106,26,1800,197106,26,1800,,9994532,GEORGIA,13,1971,June,Hail,C,255,SPALDING,,26-JUN-71 18:00:00,CST,26-JUN-71 18:00:00,0,0,0,0,0,0,,1.5,,,,,0.0,0,,,,,0,,,0,,,33.28,-84.28,,,,,PUB
18,197106,25,1820,197106,25,1820,,10084697,OHIO,39,1971,June,Thunderstorm Wind,C,129,PICKAWAY,,25-JUN-71 18:20:00,CST,25-JUN-71 18:20:00,0,0,0,0,0,0,,50.0,,,,,0.0,0,,,,,0,,,0,,,39.78,-82.9,,,,,PUB
19,197104,13,335,197104,13,335,,10020899,KANSAS,20,1971,April,Hail,C,45,DOUGLAS,,13-APR-71 03:35:00,CST,13-APR-71 03:35:00,0,0,0,0,0,0,,0.75,,,,,0.0,0,,,,,0,,,0,,,39.0,-95.28,,,,,PUB
20,197104,27,2050,197104,27,2050,,10124746,TENNESSEE,47,1971,April,Tornado,C,41,DEKALB,,27-APR-71 20:50:00,CST,27-APR-71 20:50:00,0,0,0,0,250K,0,,0.0,,,,F3,3.8,200,,,,,0,,,0,,,36.0,-86.03,36.02,-85.97,,,PUB
21,197105,26,1710,197105,26,1710,,10094559,OKLAHOMA,40,1971,May,Hail,C,117,PAWNEE,,26-MAY-71 17:10:00,CST,26-MAY-71 17:10:00,0,0,0,0,0,0,,2.5,,,,,0.0,0,,,,,0,,,0,,,36.5,-96.68,,,,,PUB
22,197105,31,2145,197105,31,2145,,10012400,IOWA,19,1971,May,Hail,C,177,VAN BUREN,,31-MAY-71 21:45:00,CST,31-MAY-71 21:45:00,0,0,0,0,0,0,,2.0,,,,,0.0,0,,,,,0,,,0,,,40.7,-92.0,,,,,PUB
23,197105,19,812,197105,19,812,,10000436,FLORIDA,12,1971,May,Tornado,C,91,OKALOOSA,,19-MAY-71 08:12:00,CST,19-MAY-71 08:12:00,0,0,0,0,0K,0,,0.0,,,,F0,0.3,17,,,,,0,,,0,,,30.5,-86.67,,,,,PUB
24,197107,10,1956,197107,10,1956,,10125344,TENNESSEE,47,1971,July,Thunderstorm Wind,C,49,FENTRESS,,10-JUL-71 19:56:00,CST,10-JUL-71 19:56:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,36.38,-84.9,,,,,PUB
25,197105,31,2030,197105,31,2030,,10055853,MISSOURI,29,1971,May,Thunderstorm Wind,C,107,LAFAYETTE,,31-MAY-71 20:30:00,CST,31-MAY-71 20:30:00,0,0,0,0,0,0,,52.0,,,,,0.0,0,,,,,0,,,0,,,39.0,-93.68,,,,,PUB
26,197105,21,1654,197105,21,1654,,10020952,KANSAS,20,1971,May,Hail,C,169,SALINE,,21-MAY-71 16:54:00,CST,21-MAY-71 16:54:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,38.78,-97.58,,,,,PUB
27,197106,12,2212,197106,12,2212,,10023202,KANSAS,20,1971,June,Hail,C,89,JEWELL,,12-JUN-71 22:12:00,CST,12-JUN-71 22:12:00,0,0,0,0,0,0,,0.75,,,,,0.0,0,,,,,0,,,0,,,39.78,-98.28,,,,,PUB
28,197105,24,15,197105,24,15,,10022046,KANSAS,20,1971,May,Hail,C,37,CRAWFORD,,24-MAY-71 00:15:00,CST,24-MAY-71 00:15:00,0,0,0,0,0,0,,0.75,,,,,0.0,0,,,,,0,,,0,,,37.5,-94.78,,,,,PUB
29,197107,19,1515,197107,19,1515,,10084714,OHIO,39,1971,July,Thunderstorm Wind,C,157,TUSCARAWAS,,19-JUL-71 15:15:00,CST,19-JUL-71 15:15:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,40.5,-81.4,,,,,PUB
30,197107,8,112,197107,8,112,,10013539,IOWA,19,1971,July,Thunderstorm Wind,C,169,STORY,,08-JUL-71 01:12:00,CST,08-JUL-71 01:12:00,0,0,0,0,0,0,,69.0,,,,,0.0,0,,,,,0,,,0,,,42.0,-93.58,,,,,PUB
31,197107,5,250,197107,5,250,,10023242,KANSAS,20,1971,July,Thunderstorm Wind,C,113,MCPHERSON,,05-JUL-71 02:50:00,CST,05-JUL-71 02:50:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,38.28,-97.68,,,,,PUB
32,197106,20,1123,197106,20,1123,,10000454,FLORIDA,12,1971,June,Thunderstorm Wind,C,99,PALM BEACH,,20-JUN-71 11:23:00,CST,20-JUN-71 11:23:00,0,0,0,0,0,0,,50.0,,,,,0.0,0,,,,,0,,,0,,,26.7,-80.08,,,,,PUB
33,197112,14,1806,197112,14,1806,,10133356,TEXAS,48,1971,December,Thunderstorm Wind,C,485,WICHITA,,14-DEC-71 18:06:00,CST,14-DEC-71 18:06:00,0,0,0,0,0,0,,51.0,,,,,0.0,0,,,,,0,,,0,,,34.0,-98.5,,,,,PUB
34,197106,28,1044,197106,28,1044,,10132888,TEXAS,48,1971,June,Thunderstorm Wind,C,113,DALLAS,,28-JUN-71 10:44:00,CST,28-JUN-71 10:44:00,0,0,0,0,0,0,,50.0,,,,,0.0,0,,,,,0,,,0,,,32.7,-96.9,,,,,PUB
35,197105,8,1530,197105,8,1530,,10136189,TEXAS,48,1971,May,Hail,C,133,EASTLAND,,08-MAY-71 15:30:00,CST,08-MAY-71 15:30:00,0,0,0,0,0,0,,2.0,,,,,0.0,0,,,,,0,,,0,,,32.28,-99.0,,,,,PUB
36,197108,24,1700,197108,24,1700,,10010100,ILLINOIS,17,1971,August,Hail,C,131,MERCER,,24-AUG-71 17:00:00,CST,24-AUG-71 17:00:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,41.2,-90.4,,,,,PUB
37,197106,9,1930,197106,9,1930,,10022970,KANSAS,20,1971,June,Hail,C,53,ELLSWORTH,,09-JUN-71 19:30:00,CST,09-JUN-71 19:30:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,38.5,-98.18,,,,,PUB
38,197103,18,1028,197103,18,1028,,10135022,TEXAS,48,1971,March,Tornado,C,139,ELLIS,,18-MAR-71 10:28:00,CST,18-MAR-71 10:28:00,0,0,0,0,2.5K,0,,0.0,,,,F0,0.3,7,,,,,0,,,0,,,32.47,-96.82,,,,,PUB
39,197109,16,1945,197109,16,1945,,10001543,FLORIDA,12,1971,September,Tornado,C,33,ESCAMBIA,,16-SEP-71 19:45:00,CST,16-SEP-71 19:45:00,1,0,0,0,25K,0,,0.0,,,,F1,4.1,100,,,,,0,,,0,,,30.47,-87.37,30.52,-87.33,,,PUB
40,197106,11,1725,197106,11,1725,,10132857,TEXAS,48,1971,June,Thunderstorm Wind,C,117,DEAF SMITH,,11-JUN-71 17:25:00,CST,11-JUN-71 17:25:00,0,0,0,0,0,0,,100.0,,,,,0.0,0,,,,,0,,,0,,,34.78,-102.5,,,,,PUB
41,197101,15,1220,197101,15,1220,,9996465,GEORGIA,13,1971,January,Tornado,C,279,TOOMBS,,15-JAN-71 12:20:00,CST,15-JAN-71 12:20:00,1,0,0,0,25K,0,,0.0,,,,F1,0.0,33,,,,,0,,,0,,,32.22,-82.42,,,,,PUB
42,197104,28,1740,197104,28,1740,,10136138,TEXAS,48,1971,April,Hail,C,367,PARKER,,28-APR-71 17:40:00,CST,28-APR-71 17:40:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,32.58,-97.78,,,,,PUB
43,197112,14,1730,197112,14,1730,,10133127,TEXAS,48,1971,December,Tornado,C,439,TARRANT,,14-DEC-71 17:30:00,CST,14-DEC-71 17:30:00,4,0,0,0,2.5M,0,,0.0,,,,F1,0.1,17,,,,,0,,,0,,,32.73,-97.18,,,,,PUB
44,197105,25,1710,197105,25,1710,,9985435,COLORADO,8,1971,May,Tornado,C,95,PHILLIPS,,25-MAY-71 17:10:00,CST,25-MAY-71 17:10:00,0,0,0,0,0K,0,,0.0,,,,F0,0.0,33,,,,,0,,,0,,,40.57,-103.12,,,,,PUB
45,197101,4,1200,197101,4,1200,,9976280,ALABAMA,1,1971,January,Thunderstorm Wind,C,41,CRENSHAW,,04-JAN-71 12:00:00,CST,04-JAN-71 12:00:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,31.7,-86.4,,,,,PUB
46,197101,15,919,197101,15,919,,9976281,ALABAMA,1,1971,January,Thunderstorm Wind,C,101,MONTGOMERY,,15-JAN-71 09:19:00,CST,15-JAN-71 09:19:00,0,0,0,0,0,0,,58.0,,,,,0.0,0,,,,,0,,,0,,,32.28,-86.4,,,,,PUB
47,197101,15,1030,197101,15,1030,,9976282,ALABAMA,1,1971,January,Thunderstorm Wind,C,53,ESCAMBIA,,15-JAN-71 10:30:00,CST,15-JAN-71 10:30:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,31.0,-87.18,,,,,PUB
48,197101,15,1050,197101,15,1050,,9976283,ALABAMA,1,1971,January,Thunderstorm Wind,C,5,BARBOUR,,15-JAN-71 10:50:00,CST,15-JAN-71 10:50:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,31.78,-85.18,,,,,PUB
49,197101,15,1115,197101,15,1115,,9976284,ALABAMA,1,1971,January,Thunderstorm Wind,C,69,HOUSTON,,15-JAN-71 11:15:00,CST,15-JAN-71 11:15:00,0,0,0,0,0,0,,55.0,,,,,0.0,0,,,,,0,,,0,,,31.28,-85.4,,,,,PUB
50,197101,25,1500,197101,25,1500,,9976285,ALABAMA,1,1971,January,Tornado,C,9,BLOUNT,,25-JAN-71 15:00:00,CST,25-JAN-71 15:00:00,0,0,0,0,25K,0,,0.0,,,,F0,2.0,33,,,,,0,,,0,,,33.97,-86.62,,,,,PUB
51,197101,25,1615,197101,25,1615,,9976286,ALABAMA,1,1971,January,Tornado,C,29,CLEBURNE,,25-JAN-71 16:15:00,CST,25-JAN-71 16:15:00,0,0,0,0,25K,0,,0.0,,,,F1,1.0,33,,,,,0,,,0,,,33.63,-85.6,,,,,PUB
52,197102,4,1945,197102,4,1945,,9976287,ALABAMA,1,1971,February,Tornado,C,93,MARION,,04-FEB-71 19:45:00,CST,04-FEB-71 19:45:00,12,0,0,0,25K,0,,0.0,,,,F3,24.5,750,,,,,0,,,0,,,34.03,-87.95,34.3,-87.67,,,PUB
53,197102,4,2015,197102,4,2015,,9976288,ALABAMA,1,1971,February,Tornado,C,59,FRANKLIN,,04-FEB-71 20:15:00,CST,04-FEB-71 20:15:00,1,0,1,0,25K,0,,0.0,,,,F3,9.6,750,,,,,0,,,0,,,34.3,-87.67,34.38,-87.53,,,PUB
54,197102,4,2050,197102,4,2050,,9976289,ALABAMA,1,1971,February,Thunderstorm Wind,C,83,LIMESTONE,,04-FEB-71 20:50:00,CST,04-FEB-71 20:50:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,34.78,-87.0,,,,,PUB
55,197102,5,200,197102,5,200,,9976290,ALABAMA,1,1971,February,Thunderstorm Wind,C,87,MACON,,05-FEB-71 02:00:00,CST,05-FEB-71 02:00:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,32.5,-85.9,,,,,PUB
56,197102,7,205,197102,7,205,,9976291,ALABAMA,1,1971,February,Hail,C,69,HOUSTON,,07-FEB-71 02:05:00,CST,07-FEB-71 02:05:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,31.2,-85.18,,,,,PUB
57,197102,7,215,197102,7,215,,9976292,ALABAMA,1,1971,February,Hail,C,69,HOUSTON,,07-FEB-71 02:15:00,CST,07-FEB-71 02:15:00,0,0,0,0,0,0,,2.0,,,,,0.0,0,,,,,0,,,0,,,31.0,-85.28,,,,,PUB
58,197102,12,855,197102,12,855,,9976293,ALABAMA,1,1971,February,Tornado,C,97,MOBILE,,12-FEB-71 08:55:00,CST,12-FEB-71 08:55:00,0,0,0,0,25K,0,,0.0,,,,F1,1.0,33,,,,,0,,,0,,,30.82,-88.37,,,,,PUB
59,197102,20,1030,197102,20,1030,,9976294,ALABAMA,1,1971,February,Thunderstorm Wind,C,3,BALDWIN,,20-FEB-71 10:30:00,CST,20-FEB-71 10:30:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,30.7,-87.78,,,,,PUB
60,197102,21,2245,197102,21,2245,,9976295,ALABAMA,1,1971,February,Thunderstorm Wind,C,93,MARION,,21-FEB-71 22:45:00,CST,21-FEB-71 22:45:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,34.0,-87.78,,,,,PUB
61,197102,21,2245,197102,21,2245,,9976296,ALABAMA,1,1971,February,Thunderstorm Wind,C,57,FAYETTE,,21-FEB-71 22:45:00,CST,21-FEB-71 22:45:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,33.88,-87.78,,,,,PUB
62,197102,21,2325,197102,21,2325,,9976297,ALABAMA,1,1971,February,Thunderstorm Wind,C,125,TUSCALOOSA,,21-FEB-71 23:25:00,CST,21-FEB-71 23:25:00,0,0,0,0,0,0,,50.0,,,,,0.0,0,,,,,0,,,0,,,33.2,-87.58,,,,,PUB
63,197102,22,13,197102,22,13,,9976298,ALABAMA,1,1971,February,Thunderstorm Wind,C,73,JEFFERSON,,22-FEB-71 00:13:00,CST,22-FEB-71 00:13:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,33.58,-87.0,,,,,PUB
64,197102,22,53,197102,22,53,,9976299,ALABAMA,1,1971,February,Hail,C,73,JEFFERSON,,22-FEB-71 00:53:00,CST,22-FEB-71 00:53:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,33.58,-86.78,,,,,PUB
65,197102,22,100,197102,22,100,,9976300,ALABAMA,1,1971,February,Thunderstorm Wind,C,43,CULLMAN,,22-FEB-71 01:00:00,CST,22-FEB-71 01:00:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,34.28,-86.58,,,,,PUB
66,197102,22,200,197102,22,200,,9976301,ALABAMA,1,1971,February,Thunderstorm Wind,C,15,CALHOUN,,22-FEB-71 02:00:00,CST,22-FEB-71 02:00:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,33.78,-85.9,,,,,PUB
67,197103,22,1522,197103,22,1522,,9976324,ALABAMA,1,1971,March,Hail,C,117,SHELBY,,22-MAR-71 15:22:00,CST,22-MAR-71 15:22:00,0,0,0,0,0,0,,1.0,,,,,0.0,0,,,,,0,,,0,,,33.2,-86.58,,,,,PUB
68,197104,23,1650,197104,23,1650,,9977205,ALABAMA,1,1971,April,Hail,C,113,RUSSELL,,23-APR-71 16:50:00,CST,23-APR-71 16:50:00,0,0,0,0,0,0,,1.0,,,,,0.0,0,,,,,0,,,0,,,32.38,-85.0,,,,,PUB
69,197104,23,330,197104,23,330,,9976333,ALABAMA,1,1971,April,Hail,C,89,MADISON,,23-APR-71 03:30:00,CST,23-APR-71 03:30:00,0,0,0,0,0,0,,0.75,,,,,0.0,0,,,,,0,,,0,,,34.88,-86.58,,,,,PUB
70,197104,23,340,197104,23,340,,9976334,ALABAMA,1,1971,April,Thunderstorm Wind,C,77,LAUDERDALE,,23-APR-71 03:40:00,CST,23-APR-71 03:40:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,35.0,-87.78,,,,,PUB
71,197104,23,400,197104,23,400,,9976336,ALABAMA,1,1971,April,Thunderstorm Wind,C,83,LIMESTONE,,23-APR-71 04:00:00,CST,23-APR-71 04:00:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,34.78,-87.0,,,,,PUB
72,197104,23,410,197104,23,410,,9976337,ALABAMA,1,1971,April,Thunderstorm Wind,C,77,LAUDERDALE,,23-APR-71 04:10:00,CST,23-APR-71 04:10:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,34.78,-87.28,,,,,PUB
73,197104,23,735,197104,23,735,,9976338,ALABAMA,1,1971,April,Thunderstorm Wind,C,55,ETOWAH,,23-APR-71 07:35:00,CST,23-APR-71 07:35:00,0,0,0,0,0,0,,50.0,,,,,0.0,0,,,,,0,,,0,,,34.0,-86.0,,,,,PUB
74,197104,23,1000,197104,23,1000,,9976339,ALABAMA,1,1971,April,Thunderstorm Wind,C,29,CLEBURNE,,23-APR-71 10:00:00,CST,23-APR-71 10:00:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,33.78,-85.58,,,,,PUB
75,197104,23,1030,197104,23,1030,,9976340,ALABAMA,1,1971,April,Hail,C,73,JEFFERSON,,23-APR-71 10:30:00,CST,23-APR-71 10:30:00,0,0,0,0,0,0,,0.75,,,,,0.0,0,,,,,0,,,0,,,33.58,-86.78,,,,,PUB
76,197104,23,1115,197104,23,1115,,9976341,ALABAMA,1,1971,April,Tornado,C,109,PIKE,,23-APR-71 11:15:00,CST,23-APR-71 11:15:00,0,0,0,0,.25K,0,,0.0,,,,F1,1.0,200,,,,,0,,,0,,,31.87,-86.05,,,,,PUB
77,197104,23,1140,197104,23,1140,,9976342,ALABAMA,1,1971,April,Tornado,C,99,MONROE,,23-APR-71 11:40:00,CST,23-APR-71 11:40:00,0,0,0,0,25K,0,,0.0,,,,F4,25.4,300,,,,,0,,,0,,,31.5,-87.3,31.77,-87.0,,,PUB
78,197104,23,1303,197104,23,1303,,9976343,ALABAMA,1,1971,April,Hail,C,73,JEFFERSON,,23-APR-71 13:03:00,CST,23-APR-71 13:03:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,33.38,-87.0,,,,,PUB
79,197104,23,1305,197104,23,1305,,9976344,ALABAMA,1,1971,April,Hail,C,73,JEFFERSON,,23-APR-71 13:05:00,CST,23-APR-71 13:05:00,0,0,0,0,0,0,,1.75,,,,,0.0,0,,,,,0,,,0,,,33.58,-86.78,,,,,PUB
80,197104,23,1310,197104,23,1310,,9976345,ALABAMA,1,1971,April,Thunderstorm Wind,C,35,CONECUH,,23-APR-71 13:10:00,CST,23-APR-71 13:10:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,31.5,-87.08,,,,,PUB
81,197104,23,1346,197104,23,1346,,9976346,ALABAMA,1,1971,April,Thunderstorm Wind,C,81,LEE,,23-APR-71 13:46:00,CST,23-APR-71 13:46:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,32.58,-85.5,,,,,PUB
82,197104,23,1346,197104,23,1346,,9976347,ALABAMA,1,1971,April,Thunderstorm Wind,C,81,LEE,,23-APR-71 13:46:00,CST,23-APR-71 13:46:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,32.58,-85.5,,,,,PUB
83,197104,23,1445,197104,23,1445,,9976348,ALABAMA,1,1971,April,Hail,C,1,AUTAUGA,,23-APR-71 14:45:00,CST,23-APR-71 14:45:00,0,0,0,0,0,0,,2.0,,,,,0.0,0,,,,,0,,,0,,,32.5,-86.58,,,,,PUB
84,197104,23,1600,197104,23,1600,,9976349,ALABAMA,1,1971,April,Hail,C,101,MONTGOMERY,,23-APR-71 16:00:00,CST,23-APR-71 16:00:00,0,0,0,0,0,0,,3.0,,,,,0.0,0,,,,,0,,,0,,,32.28,-86.4,,,,,PUB
85,197103,22,2000,197103,22,2000,,9976326,ALABAMA,1,1971,March,Thunderstorm Wind,C,61,GENEVA,,22-MAR-71 20:00:00,CST,22-MAR-71 20:00:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,31.2,-85.68,,,,,PUB
86,197103,22,2120,197103,22,2120,,9976327,ALABAMA,1,1971,March,Thunderstorm Wind,C,73,JEFFERSON,,22-MAR-71 21:20:00,CST,22-MAR-71 21:20:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,33.38,-87.08,,,,,PUB
87,197103,25,1430,197103,25,1430,,9976328,ALABAMA,1,1971,March,Thunderstorm Wind,C,91,MARENGO,,25-MAR-71 14:30:00,CST,25-MAR-71 14:30:00,0,0,0,0,0,0,,0.0,,,,,0.0,0,,,,,0,,,0,,,32.28,-87.78,,,,,PUB
88,197103,25,1630,197103,25,1630,,9976329,ALABAMA,1,1971,March,Hail,C,73,JEFFERSON,,25-MAR-71 16:30:00,CST,25-MAR-71 16:30:00,0,0,0,0,0,0,,0.75,,,,,0.0,0,,,,,0,,,0,,,33.38,-87.0,,,,,PUB
89,197104,22,1020,197104,22,1020,,9976330,ALABAMA,1,1971,April,Hail,C,129,WASHINGTON,,22-APR-71 10:20:00,CST,22-APR-71 10:20:00,0,0,0,0,0,0,,2.0,,,,,0.0,0,,,,,0,,,0,,,31.5,-88.28,,,,,PUB
90,197104,22,1145,197104,22,1145,,9976331,ALABAMA,1,1971,April,Hail,C,99,MONROE,,22-APR-71 11:45:00,CST,22-APR-71 11:45:00,0,0,0,0,0,0,,2.0,,,,,0.0,0,,,,,0,,,0,,,31.28,-87.68,,,,,PUB
91,197104,23,327,197104,23,327,,9976332,ALABAMA,1,1971,April,Hail,C,59,FRANKLIN,,23-APR-71 03:27:00,CST,23-APR-71 03:27:00,0,0,0,0,0,0,,1.0,,,,,0.0,0,,,,,0,,,0,,,34.38,-88.08,,,,,PUB
92,197102,26,1230,197102,26,1230,,9976304,ALABAMA,1,1971,February,Tornado,C,73,JEFFERSON,,26-FEB-71 12:30:00,CST,26-FEB-71 12:30:00,0,0,3,0,25K,0,,0.0,,,,F1,2.0,50,,,,,0,,,0,,,33.57,-86.67,,,,,PUB
