,YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
0,200001,2414773,5127750,1,,,,,,,
1,200001,2414773,5127751,1,,,,,,,
2,200001,2414773,5127752,1,,,,,,,
3,200001,1090072,5127392,1,,,,,,,
4,200001,1090073,5127393,1,,,,,,,
5,200001,2414762,5127696,1,,,,,,,
6,200001,2414762,5127697,1,,,,,,,
7,200001,2414762,5127698,1,,,,,,,
8,200001,1090397,5127427,1,,,COUNTYWIDE,33.31667,-85.46667,,
9,200001,1090398,5127428,1,,,,,,,
10,200001,1090069,5127780,1,,,,,,,
11,200001,1090069,5127781,1,,,,,,,
12,200001,1090069,5127782,1,,,,,,,
13,200001,1090069,5127783,1,,,,,,,
14,200001,1090069,5127784,1,,,,,,,
15,200001,1090069,5127785,1,,,,,,,
16,200001,1090069,5127786,1,,,,,,,
17,200001,1090069,5127787,1,,,,,,,
18,200001,1090069,5127788,1,,,,,,,
19,200001,2414805,5127850,1,,,,,,,
20,200001,2414805,5127851,1,,,,,,,
21,200001,2414805,5127852,1,,,,,,,
22,200001,2414805,5127853,1,,,,,,,
23,200001,2414805,5127854,1,,,,,,,
24,200001,1090405,5127810,1,,,,,,,
25,200001,1090341,5127885,1,,,,,,,
26,200001,1090341,5127886,1,,,,,,,
27,200001,1090407,5127823,1,,,,,,,
28,200001,1090408,5127824,1,,,,,,,
29,200001,1090408,5127825,1,,,,,,,
30,200001,1090343,5127896,1,,,,,,,
31,200002,2414804,5127838,1,,,,,,,
32,200002,2414804,5127839,1,,,,,,,
33,200002,2414804,5127840,1,,,,,,,
34,200002,2414804,5127841,1,,,,,,,
35,200001,1090193,5128296,1,,,INDEPENDENCE,,,,
36,200001,1090193,5128297,1,,,DOWINGSVILLE,,,,
37,200001,1090193,5128298,1,,,BUTLER,,,,
38,200001,1090193,5128299,1,,,COUNTYWIDE,,,,
39,200001,1090193,5128300,1,,,COUNTYWIDE,,,,
40,200001,1090193,5128301,1,,,COUNTYWIDE,,,,
41,200001,1090070,5128341,1,,,,,,,
42,200001,2414768,5126698,1,,,,,,,
43,200001,2414768,5126699,1,,,,,,,
44,200001,2414768,5126700,1,,,,,,,
45,200001,2414768,5126701,1,,,,,,,
46,200001,2414768,5126702,1,,,,,,,
47,200002,2414804,5126813,1,,,,,,,
48,200002,2414804,5126814,1,,,,,,,
49,200001,1090256,5126763,1,,,,,,,
50,200001,1090256,5126764,1,,,,,,,
51,200001,1090257,5126765,1,,,,,,,
52,200001,2414819,5126766,1,,,,,,,
53,200001,1090411,5126767,1,,,,,,,
54,200001,2414821,5126848,1,,,,,,,
55,200001,2414821,5126849,1,,,,,,,
56,200001,2414821,5126850,1,,,,,,,
57,200001,2414821,5126851,1,,,,,,,
58,200001,1090416,5126790,1,,,,,,,
59,200001,1090416,5126791,1,,,,,,,
60,200001,1090133,5126880,1,,,,,,,
61,200001,2414767,5126685,1,,,,,,,
62,200001,2414767,5126686,1,,,,,,,
63,200001,2414767,5126687,1,,,,,,,
64,200001,2414767,5126688,1,,,,,,,
65,200001,2414767,5126689,1,,,,,,,
66,200001,2414768,5126690,1,,,,,,,
67,200001,2414768,5126691,1,,,,,,,
68,200001,2414768,5126692,1,,,,,,,
69,200002,2414804,5126809,1,,,,,,,
