,YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
0,199807,2083447,5661590,1,,,LORAIN,41.47,-82.18,4128.0,8211.0
1,199807,2083448,5661591,1,,,COUNTYWIDE,41.13,-82.57,4108.0,8234.0
2,199806,1067633,5661787,1,,,,,,,
3,199807,2082574,5662806,1,,,,,,,
4,199807,2082810,5662932,1,,,NASHVILLE,42.6,-85.08,4236.0,8505.0
5,199807,1066704,5662719,1,9.0,N,SHARON,37.38,-98.43,3723.0,9826.0
6,199807,1066883,5663332,1,5.0,N,HUMNOKE,34.6,-91.77,3436.0,9146.0
7,199807,1066883,5663333,1,,,HUMNOKE,34.53,-91.77,3432.0,9146.0
8,199808,2084486,5664525,1,,,JEFFERSON,43.0,-88.8,4300.0,8848.0
9,199809,2149119,5664629,1,,,DUBLIN,32.53,-82.9,3232.0,8254.0
10,199809,2149120,5664630,1,,,COUNTYWIDE,,,,
11,199809,2149120,5664631,1,3.0,SE,DESOTO,31.92,-84.03,3155.0,8402.0
12,199809,2149120,5664632,1,6.0,N,ELLAVILLE,32.32,-84.3,3219.0,8418.0
13,199809,2149120,5664633,1,,,ANDERSONVILLE,32.2,-84.13,3212.0,8408.0
14,199809,2149120,5664634,1,,,DESOTO,31.95,-84.07,3157.0,8404.0
15,199809,2149120,5664635,1,3.0,W,IDEAL,32.37,-84.23,3222.0,8414.0
16,199808,2084505,5664627,1,,,LOXAHATCHEE,26.68,-80.35,2641.0,8021.0
17,199808,1068801,5664868,1,,,MEMPHIS,,,,
18,199810,2084743,5664387,1,,,,,,,
19,199810,2084743,5664388,1,,,,,,,
20,199808,2084487,5664528,1,,,ARLINGTON,,,,
21,199806,2084184,5665537,1,,,ELKTON,,,,
22,199806,2084185,5665538,1,,,NEWPORT,,,,
23,199806,2084186,5665539,1,,,NORTHEAST PORTION,,,,
24,199806,2084187,5665540,1,,,MANALAPAN,40.27,-74.4,4016.0,7424.0
25,199807,2082947,5663342,1,,,THORNTON,33.78,-92.48,3347.0,9229.0
26,199807,2082948,5663343,1,,,HERMITAGE,33.45,-92.18,3327.0,9211.0
27,199807,2082950,5663346,1,5.0,W,LITTLE ROCK,34.73,-92.37,3444.0,9222.0
28,199807,2082950,5663347,1,5.0,W,LITTLE ROCK,34.73,-92.37,3444.0,9222.0
29,199807,2082951,5663348,1,,,WALDRON MUNI ARPT,34.87,-94.12,3452.0,9407.0
30,199807,2082952,5663349,1,,,DAISY,34.23,-93.73,3414.0,9344.0
31,199807,1066704,5662720,1,3.0,NNW,INGALLS,37.87,-100.47,3752.0,10028.0
32,199807,1066704,5662721,1,3.0,NW,DODGE CITY,37.78,-100.05,3747.0,10003.0
33,199807,2082773,5662708,1,,,KENDALL,37.93,-101.55,3756.0,10133.0
34,199807,2082773,5662709,2,11.0,SW,LAKIN,37.83,-101.4,3750.0,10124.0
35,199805,2082787,5662840,1,,,BRIGHTON,41.18,-91.82,4111.0,9149.0
