,FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
0,195306,8,1800,1005317,10083307,D,06/08/1953 18:00:00,,,,195306
1,195306,8,1810,1005318,10083308,D,06/08/1953 18:10:00,,,,195306
2,195306,8,1908,1005319,10083310,D,06/08/1953 19:08:00,,,,195306
3,195306,8,1930,1005320,10083311,D,06/08/1953 19:30:00,,,,195306
4,195306,8,2000,1005321,10083312,D,06/08/1953 20:00:00,,,,195306
5,195306,27,1545,1005322,10017052,D,06/27/1953 15:45:00,,,,195306
6,195312,5,1745,1005323,10047316,D,12/05/1953 17:45:00,,,,195312
7,195312,2,1335,1005324,10121825,D,12/02/1953 13:35:00,,,,195312
8,195312,3,100,1005325,10029318,D,12/03/1953 01:00:00,,,,195312
9,195312,3,315,1005326,10029325,D,12/03/1953 03:15:00,,,,195312
10,195302,20,1610,1005274,9979447,D,02/20/1953 16:10:00,,,,195302
11,195302,6,1300,1005275,10032672,D,02/06/1953 13:00:00,,,,195302
12,195303,21,1643,1005276,10052067,D,03/21/1953 16:43:00,,,,195303
13,195303,14,1430,1005277,10047298,D,03/14/1953 14:30:00,,,,195303
14,195303,13,1819,1005278,10099776,D,03/13/1953 18:19:00,,,,195303
15,195303,13,1930,1005279,10099779,D,03/13/1953 19:30:00,,,,195303
16,195303,13,1400,1005280,10121798,D,03/13/1953 14:00:00,,,,195303
17,195303,13,1415,1005281,10121799,D,03/13/1953 14:15:00,,,,195303
18,195303,22,1530,1005282,10032675,D,03/22/1953 15:30:00,,,,195303
19,195304,23,1531,1005283,10099786,D,04/23/1953 15:31:00,,,,195304
20,195304,23,2030,1005284,10099789,D,04/23/1953 20:30:00,,,,195304
21,195304,28,2045,1005285,10121801,D,04/28/1953 20:45:00,,,,195304
22,195304,28,2100,1005286,10121802,D,04/28/1953 21:00:00,,,,195304
23,195304,9,1745,1005287,10009733,D,04/09/1953 17:45:00,,,,195304
24,195304,9,2000,1005288,10004043,D,04/09/1953 20:00:00,,,,195304
25,195304,9,2030,1005289,10004044,D,04/09/1953 20:30:00,,,,195304
26,195304,18,1750,1005290,10001454,D,04/18/1953 17:50:00,,,,195304
27,195304,30,1613,1005291,10001457,D,04/30/1953 16:13:00,,,,195304
28,195304,30,1630,1005292,10001458,D,04/30/1953 16:30:00,,,,195304
29,195304,30,1630,1005293,10001459,D,04/30/1953 16:30:00,,,,195304
30,195304,18,1700,1005294,9979455,D,04/18/1953 17:00:00,,,,195304
31,195305,1,1930,1005295,9979457,D,05/01/1953 19:30:00,,,,195305
32,195305,1,2000,1005296,9979459,D,05/01/1953 20:00:00,,,,195305
33,195305,21,1521,1005297,10039412,D,05/21/1953 15:21:00,,,,195305
34,195305,10,1700,1005298,10052069,D,05/10/1953 17:00:00,,,,195305
35,195305,10,1745,1005299,10052070,D,05/10/1953 17:45:00,,,,195305
36,195305,10,1810,1005300,10052071,D,05/10/1953 18:10:00,,,,195305
37,195305,9,2145,1005301,10073811,D,05/09/1953 21:45:00,,,,195305
38,195305,29,1700,1005302,10089670,D,05/29/1953 17:00:00,,,,195305
39,195305,11,1415,1005303,10121803,D,05/11/1953 14:15:00,,,,195305
40,195305,11,1610,1005304,10121804,D,05/11/1953 16:10:00,,,,195305
41,195305,16,1430,1005305,10121806,D,05/16/1953 14:30:00,,,,195305
42,195305,20,2100,1005306,10017035,D,05/20/1953 21:00:00,,,,195305
43,195305,10,1835,1005307,10146817,D,05/10/1953 18:35:00,,,,195305
44,195305,10,1910,1005308,10146819,D,05/10/1953 19:10:00,,,,195305
45,195305,2,300,1005309,10126283,D,05/02/1953 03:00:00,,,,195305
46,195305,10,1935,1005310,10147667,D,05/10/1953 19:35:00,,,,195305
47,195306,8,1715,1005311,10039415,D,06/08/1953 17:15:00,,,,195306
48,195306,8,1830,1005312,10039416,D,06/08/1953 18:30:00,,,,195306
49,195306,8,1840,1005313,10039419,D,06/08/1953 18:40:00,,,,195306
50,195306,8,1930,1005314,10039421,D,06/08/1953 19:30:00,,,,195306
51,195306,9,1425,1005315,10039200,D,06/09/1953 14:25:00,,,,195306
52,195306,7,1515,1005316,10072694,D,06/07/1953 15:15:00,,,,195306
